$ /home/sdinh/sandbox/OptiUNO/external/uno/bin/uno_ampl /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl constraint_relaxation_strategy=feasibility_restoration inequality_handling_method=interior_point hessian_model=exact inertia_correction_strategy=none globalization_mechanism=TR globalization_strategy=fletcher_filter_method time_limit=20.0

Automatically picked the filtersqp preset
Original model /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl
7 variables, 7 constraints (0 equality, 7 inequality)
Problem type: NLP
Reformulated model /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl -> no fixed bounds -> equality constrained -> bounds relaxed
14 variables, 7 constraints (7 equality, 0 inequality)

Non-default options:
QP_solver = BQPD

──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  Iterations
 Major  Minor  Penalty   Barrier   Barrier   Radius    Phase ||Step||  Objective  Infeas    Statio    Compl     Status        
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
 0      -      -         -         -         1.00e+01  OPT   -         -9.899e+01 2.42e+01  3.00e+00  7.00e+01  initial point 
 1      1      -         1.00e-01  -         1.00e+01  OPT   3.07e+00  -9.155e+01 7.31e-01  4.30e+01  2.65e-11  ✔ (h-type)    
 1264   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.805e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1265   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.816e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1266   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.828e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1267   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.840e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1268   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.851e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1269   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.863e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1270   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.875e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1271   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.887e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1272   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.898e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1273   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.910e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1274   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.922e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1275   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.934e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1276   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.945e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1277   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.957e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1278   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.969e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1279   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.981e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1280   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.993e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1281   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.004e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1282   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.016e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1283   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.028e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1284   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.040e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1285   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.052e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1286   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.064e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1287   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.076e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1288   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.087e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1289   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.099e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1290   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.111e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1291   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.123e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1292   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.135e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1293   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.147e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1294   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.159e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1295   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.171e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1296   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.183e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1297   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.195e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1298   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.207e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1299   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.219e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1300   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.231e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1301   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.243e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1302   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.255e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1303   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.267e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1304   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.279e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1305   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.291e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1306   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.303e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1307   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.315e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1308   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.328e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1309   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.340e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1310   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.352e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1311   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.364e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1312   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.376e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1313   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.388e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1314   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.400e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1315   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.413e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1316   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.425e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1317   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.437e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1318   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.449e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1319   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.461e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1320   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.474e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1321   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.486e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1322   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.498e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1323   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.510e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1324   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.523e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1325   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.535e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1326   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.547e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1327   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.559e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1328   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.572e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1329   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.584e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1330   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.596e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1331   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.609e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1332   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.621e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1333   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.633e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1334   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.646e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1335   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.658e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1336   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.670e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1337   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.683e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1338   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.695e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1339   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.708e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1340   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.720e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1341   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.733e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1342   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.745e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1343   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.757e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1344   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.770e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1345   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.782e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1346   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.795e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1347   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.807e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1348   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.820e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1349   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.832e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1350   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.845e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1351   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.857e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1352   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.870e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1353   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.882e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1354   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.895e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1355   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.908e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1356   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.920e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1357   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.933e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1358   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.945e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1359   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.958e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1360   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.971e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1361   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.983e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1362   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.996e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1363   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.009e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1364   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.021e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1365   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.034e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1366   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.047e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1367   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.059e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1368   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.072e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1369   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.085e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1370   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.097e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1371   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.110e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1372   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.123e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1373   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.136e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1374   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.148e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1375   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.161e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1376   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.174e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1377   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.187e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1378   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.199e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1379   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.212e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1380   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.225e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1381   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.238e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1382   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.251e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1383   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.264e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1384   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.277e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1385   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.289e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1386   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.302e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1387   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.315e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1388   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.328e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1389   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.341e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1390   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.354e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1391   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.367e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1392   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.380e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1393   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.393e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1394   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.406e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1395   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.419e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1396   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.432e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1397   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.445e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1398   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.458e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1399   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.471e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1400   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.484e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1401   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.497e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1402   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.510e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1403   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.523e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1404   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.536e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1405   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.549e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1406   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.562e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1407   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.575e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1408   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.588e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1409   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.601e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1410   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.614e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1411   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.628e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1412   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.641e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1413   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.654e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1414   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.667e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1415   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.680e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1416   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.693e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1417   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.707e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1418   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.720e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1419   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.733e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1420   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.746e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1421   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.759e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
